ADR name,TF KFOLD Mean AUC,TF SOIS Mean AUC,Positive Count
Fat_redistribution,0.384353034353,0.403069129911,12.0
Chronic_obstructive_pulmonary_disease,0.383932567301,0.359768073965,17.0
Abortion_spontaneous,0.383179470679,0.515432422096,14.0
Gallbladder_disorder,0.382001459588,0.270008912656,12.0
Renal_artery_stenosis,0.381202052754,0.612383432641,11.0
Arterial_stenosis,0.381153714343,0.614739619448,11.0
Menopause,0.376445665778,0.345344227475,21.0
VIIth_nerve_paralysis,0.375461703626,0.37115751976,19.0
Choking,0.369894686237,0.29740927878,12.0
Organ_failure,0.36714039621,0.388388664802,20.0
Trismus,0.362122506031,0.443292831405,20.0
Tooth_infection,0.360786999911,0.295446050578,12.0
Polydipsia,0.354128214593,0.520579407843,15.0
Fibroadenoma_of_breast,0.351946123697,0.46079336229,12.0
Left_ventricular_dysfunction,0.35104094242,0.363649238934,12.0
Ovarian_cancer,0.348096865338,0.30051923845,12.0
Unintended_pregnancy,0.343143104831,0.322590266756,13.0
Vulvovaginal_pruritus,0.338626443799,0.489752546218,11.0
Urethral_pain,0.337224673982,0.543261358124,11.0
Cerebral_infarction,0.33561337541,0.414321192919,26.0
Brain_oedema,0.333542623967,0.330814538099,18.0
White_blood_cell_disorder,0.333312942349,0.516543986123,13.0
Sinus_arrhythmia,0.332842909584,0.268690819671,13.0
Vasospasm,0.319913448573,0.42703223396,15.0
Breath_sounds_abnormal,0.319156897732,0.308792394072,12.0
Necrotising_colitis,0.318238665506,0.515186076213,11.0
Colitis_ulcerative,0.317629601698,0.282694769945,16.0
Regurgitation,0.3135960874,0.261948800133,14.0
Cardiac_valve_disease,0.300973270741,0.383930763416,14.0
Gingival_pain,0.2675928401,0.314427654481,11.0
