ADR name,TF KFOLD Mean AUC,TF IS Mean AUC,Positive Count
Fat_redistribution,0.384353034353,0.357653689969,12.0
Chronic_obstructive_pulmonary_disease,0.383932567301,0.370186858051,17.0
Abortion_spontaneous,0.383179470679,0.518066238342,14.0
Gallbladder_disorder,0.382001459588,0.318465081197,12.0
Renal_artery_stenosis,0.381202052754,0.584501216194,11.0
Arterial_stenosis,0.381153714343,0.585140875609,11.0
Menopause,0.376445665778,0.409380412869,21.0
VIIth_nerve_paralysis,0.375461703626,0.284580553602,19.0
Choking,0.369894686237,0.296413027744,12.0
Organ_failure,0.36714039621,0.361062631086,20.0
Trismus,0.362122506031,0.421912874666,20.0
Tooth_infection,0.360786999911,0.315204240617,12.0
Polydipsia,0.354128214593,0.376634218203,15.0
Fibroadenoma_of_breast,0.351946123697,0.515756338601,12.0
Left_ventricular_dysfunction,0.35104094242,0.284902898567,12.0
Ovarian_cancer,0.348096865338,0.272771578106,12.0
Unintended_pregnancy,0.343143104831,0.281552605441,13.0
Vulvovaginal_pruritus,0.338626443799,0.44703531578,11.0
Urethral_pain,0.337224673982,0.542882868355,11.0
Cerebral_infarction,0.33561337541,0.409770516464,26.0
Brain_oedema,0.333542623967,0.402609602347,18.0
White_blood_cell_disorder,0.333312942349,0.537128755294,13.0
Sinus_arrhythmia,0.332842909584,0.29290479768,13.0
Vasospasm,0.319913448573,0.392345220333,15.0
Breath_sounds_abnormal,0.319156897732,0.326058725606,12.0
Necrotising_colitis,0.318238665506,0.444965088928,11.0
Colitis_ulcerative,0.317629601698,0.394056313799,16.0
Regurgitation,0.3135960874,0.350991960679,14.0
Cardiac_valve_disease,0.300973270741,0.260578808089,14.0
Gingival_pain,0.2675928401,0.4169562876,11.0
