ADR name,Web Mean AUC,Paper Mean AUC,Positive Count
Coombs_direct_test_positive,0.983384,0.9845,12.0
Eating_disorder,nan,-,3.0
Nodal_arrhythmia,0.557815,-,12.0
Scar,nan,-,5.0
Atopic_rhinitis,nan,-,
Amenorrhoea,0.807388,-,77.0
Vaginal_moniliasis,nan,-,
Benign_intracranial_hypertension,0.853533,-,39.0
Pseudotumor,nan,-,
Thrombocytopenia,0.806264,-,409.0
Nodal_tachycardia,nan,-,
Intestinal_functional_disorder,nan,-,
Tongue_coated,nan,-,7.0
Lymphatic_obstruction,nan,-,0.0
Duodenal_ulcer_haemorrhage,nan,-,2.0
Sinus_pain,nan,-,
Thromboembolism,nan,-,
Numbness_in_leg,nan,-,
Polycythaemia_vera,nan,-,3.0
Polycystic_ovaries,nan,-,3.0
Polycythaemia,0.689773,-,24.0
Gallop_rhythm,nan,-,
Sinus_rhythm,nan,-,0.0
Atrial_rhythm,nan,-,
Vascular_calcification,nan,-,0.0
Arteriovenous_fistula,nan,-,0.0
Nodal_rhythm,nan,-,6.0
Arteriosclerosis,0.60984,-,14.0
Bleeding_vaginal,nan,-,
Retroperitoneal_haemorrhage,nan,-,7.0
Primary_hypothyroidism,nan,-,3.0
Osteoarthritis,0.463124,-,15.0
Muscle_haemorrhage,nan,-,1.0
Pulmonary_haemorrhage,0.492206,-,21.0
Drug_eruption,0.50091,-,36.0
Pruritus_generalised,0.516442,-,14.0
Osteitis,nan,-,1.0
Vomiting,0.759162,-,616.0
Blood_disorder,0.608917,-,40.0
Superficial_punctate_keratopathy,nan,-,
Congenital_musculoskeletal_anomaly,nan,-,0.0
Congenital_central_nervous_system_anomaly,nan,-,1.0
Haematochezia,0.626542,-,30.0
Withdrawal_seizures,nan,-,
Serum_ferritin_increased,nan,-,0.0
Paralysis_of_bladder,nan,-,
Itch_burning,nan,-,
Spine_malformation,nan,-,4.0
Upset_stomach,nan,-,
Skin_thinness,nan,-,
Acid_indigestion,nan,-,
Myringitis,nan,-,0.0
Necrotising_colitis,0.333653,-,11.0
Scrotal_swelling,nan,-,1.0
Thyroiditis,nan,-,10.0
Lip_haemorrhage,nan,-,1.0
Subcutaneous_nodule,nan,-,
Lack_of_drug_effect,nan,-,
Renal_aplasia,nan,-,1.0
Mesenteric_occlusion,nan,-,2.0
Addiction,nan,-,
Renal_artery_stenosis,0.675713,-,11.0
Metabolic_acidosis,0.610793,-,30.0
Ketoacidosis,nan,-,10.0
Lymphoedema,0.621039,-,25.0
Patent_ductus_arteriosus,nan,-,8.0
Brain_hypoxia,nan,-,2.0
Vein_pain,nan,-,
Myelodysplasia,nan,-,
Myelodysplastic_syndrome,0.708405,-,19.0
Myelofibrosis,nan,-,5.0
Femoral_artery_thrombosis,nan,-,
Rectal_prolapse,nan,-,2.0
Formication,nan,-,2.0
Proctalgia,nan,-,5.0
Rectal_polyp,nan,-,1.0
Rectal_fistula,nan,-,
Rectal_disorder,nan,-,
Ventricular_extrasystoles,0.801914,-,80.0
Hyperacusis,0.718974,-,28.0
Myocarditis,0.537633,-,21.0
Pupils_unequal,nan,-,3.0
Constipation_chronic,nan,-,
Myocardial_infarction,0.756291,-,211.0
Congenital_joint_malformation,nan,-,1.0
Drug_fever,nan,-,
Pseudoparkinsonism,nan,-,
Secondary_adrenocortical_insufficiency,0.888372,-,12.0
Difficulty_in_micturition,nan,-,
Gastrointestinal_toxicity,nan,-,10.0
Gallbladder_disorder,0.47834,-,12.0
Areflexia,nan,-,2.0
Potassium_retention,nan,-,
Hyperlactacidaemia,nan,-,6.0
Omphalocele,nan,-,
Penile_swelling,nan,-,1.0
Blood_uric_acid_increased,0.527242,-,18.0
Urine_abnormality,0.74759,-,51.0
Breast_neoplasm,0.455577,-,36.0
Meningioma_benign,nan,-,0.0
Physical_abuse,nan,-,0.0
Splenic_infarction,nan,-,5.0
Hepatitis_fulminant,0.563191,-,15.0
Sensitivity_of_teeth,nan,-,1.0
Glioblastoma_multiforme,nan,-,1.0
Spleen_disorder,nan,-,1.0
Neoplasm_malignant,0.784123,-,112.0
Costovertebral_angle_tenderness,nan,-,0.0
Pulmonary_valve_incompetence,nan,-,1.0
Parasomnia,nan,-,2.0
Hepatic_failure,0.79149,-,150.0
Micturition_urgency,0.704278,-,49.0
Clot_blood,nan,-,
Polydipsia,0.513429,-,15.0
Shallow_breathing,nan,-,
Swelling_of_limb,nan,-,
Diplegia,nan,-,1.0
Abnormal_involuntary_movements,nan,-,
Tooth_loss,nan,-,1.0
Congestive_cardiomyopathy,nan,-,2.0
Parotid_gland_enlargement,0.698892,-,16.0
Organic_brain_syndrome,nan,-,
Hypertrophic_cardiomyopathy,0.875427,0.9274,16.0
Electrocardiogram_change,0.57109,-,26.0
Gingivostomatitis,nan,-,
Faecal_occult_blood_positive,nan,-,
Varicella_zoster,nan,-,
Skin_toxicity,nan,-,9.0
Judgement_impaired,nan,-,1.0
Pneumonia_recurrent,nan,-,
Asthma_aspirin-sensitive,nan,-,
Vaginal_erythema,nan,-,
Vaginal_dryness,nan,-,
Posterior_vitreous_detachment,nan,-,
Deep_vein_thrombosis,0.742362,-,93.0
Pharyngeal_disorder,nan,-,5.0
Sinus_headache,0.480811,-,27.0
Throat_infection,nan,-,
Rectal_mass,nan,-,
Neurofibroma,nan,-,2.0
Sinusitis,0.738993,-,237.0
Panuveitis,nan,-,
Cardiac_tamponade,nan,-,7.0
Ulcer_foot,nan,-,
Disease_progression,0.493782,-,34.0
Purpura,0.750157,-,214.0
"Dissecting_aortic_aneurysm,_thoracic",nan,-,
Vascular_resistance_systemic,nan,-,5.0
Flatulence,0.759648,-,267.0
Thrombotic_thrombocytopenic_purpura,0.616519,-,25.0
Hypospadias,nan,-,3.0
Erythema_annulare,nan,-,1.0
Sarcoma,nan,-,9.0
Meningocele,nan,-,0.0
Sulfonamide_allergy,nan,-,
Optic_nerve_disorder,0.689622,-,40.0
Optic_neuritis,0.746235,-,54.0
Multiple_congenital_abnormalities,nan,-,2.0
Autism_spectrum_disorder,nan,-,1.0
Discomfort,0.756696,-,174.0
Polyhydramnios,nan,-,2.0
Hypocalcaemia,0.787723,-,76.0
Tension,0.607887,-,29.0
Skull_malformation,nan,-,2.0
Breath_holding_attack,nan,-,
Cerebral_atrophy,nan,-,2.0
Asthenia,0.75844,-,482.0
Dystonic_reaction,nan,-,
Hypoalbuminaemia,0.56586,-,15.0
Asthma,0.763285,-,176.0
Skin_lesion,0.507052,-,12.0
Skin_nodule,nan,-,
Neoplasm_skin,0.567978,-,23.0
Seizures,nan,-,
Pallor,0.797927,-,73.0
Fat_atrophy,nan,-,
Eschar,nan,-,2.0
Asthenopia,nan,-,4.0
Gastrointestinal_oedema,nan,-,5.0
Lip_swelling,0.503071,-,15.0
Transient_global_amnesia,nan,-,3.0
Prostatism,nan,-,2.0
Acute_stress_disorder,nan,-,0.0
Ureteritis,nan,-,1.0
Overactivity,nan,-,
Haemoglobin_increased,nan,-,6.0
Ureteric_obstruction,0.620763,-,13.0
Hypofibrinogenemia,nan,-,
Vasculitis,0.788433,-,148.0
Cataract_nuclear,nan,-,5.0
Intestinal_haemorrhage,nan,-,3.0
Nail_discolouration,nan,-,8.0
Presyncope,nan,-,4.0
Acrocyanosis,nan,-,
Shock,0.781693,-,176.0
Cerebral_arteritis,nan,-,1.0
Cystitis,0.733929,-,131.0
Shivering,nan,-,
Watery_diarrhoea,nan,-,
Purple_toes_syndrome,nan,-,
Immunosuppression,0.868188,-,34.0
Antidiuretic_hormone_abnormality,nan,-,5.0
Benign_prostatic_hyperplasia,0.452557,-,12.0
Ovarian_neoplasm,nan,-,1.0
Mixed_connective_tissue_disease,nan,-,1.0
Ulcerative_stomatitis,nan,-,
Aphthous_stomatitis,0.588828,-,38.0
Stomatitis,0.79096,-,220.0
Anal_pruritus,nan,-,10.0
Scab,0.473545,-,20.0
Migraine_aggravated,nan,-,
Enteritis,0.504621,-,27.0
Depressive_symptom,nan,-,6.0
Angiopathy,0.711472,-,152.0
Hernia,0.798492,-,68.0
Eruption_lichenoid,nan,-,
Vascular_headache,nan,-,7.0
Polydactyly,nan,-,2.0
Hypopnoea,nan,-,3.0
Eosinophil_count_increased,nan,-,6.0
Agranulocytosis,0.810201,-,212.0
Bacteriuria,nan,-,1.0
Vasculitis_necrotising,0.749035,-,17.0
Colicky,nan,-,
Clonic_movements,nan,-,
Fallopian_tube_disorder,nan,-,2.0
Red_neck,nan,-,
Eyelid_disorder,nan,-,5.0
Amyotrophic_lateral_sclerosis,nan,-,4.0
Cholestasis_intrahepatic,nan,-,
Cholestasis,0.806254,-,72.0
Radiation_recall_reaction_(dermatologic),nan,-,
Metaplasia,nan,-,1.0
Oesophageal_obstruction,nan,-,0.0
Nasopharyngeal_carcinoma,nan,-,
Oesophageal_candidiasis,nan,-,3.0
Oesophageal_haemorrhage,nan,-,2.0
Liver_transplant_rejection,nan,-,1.0
Stinging,nan,-,
Severe_acute_respiratory_syndrome,nan,-,1.0
Vein_discolouration,nan,-,4.0
Carcinoma_stomach,nan,-,
Carcinoma_colon,nan,-,
Vaginal_dysplasia,nan,-,2.0
Malignant_neoplasm_disseminated,nan,-,
Headache_fullness,nan,-,
Acquired_night_blindness,nan,-,
Status_asthmaticus,nan,-,4.0
Sciatica,0.457701,-,17.0
Acute_generalised_exanthematous_pustulosis,nan,-,9.0
Deafness_neurosensory,nan,-,2.0
Dystonia,0.813481,-,71.0
Renal_mass,nan,-,1.0
High_frequency_deafness,nan,-,
Infection,0.763142,-,371.0
Kidney_infection,nan,-,2.0
Testicular_disorder,0.557658,-,17.0
Ovarian_failure,nan,-,5.0
Cardiac_death,nan,-,5.0
Gingival_blister,nan,-,1.0
Choroidal_nevus,nan,-,
Excessive_thirst,nan,-,
Encephalocele,nan,-,1.0
Hepatic_insufficiency,nan,-,
Hot_flush,0.773638,-,105.0
Azoospermia,0.669932,-,30.0
Bone_cancer_metastatic,nan,-,1.0
Oesophageal_achalasia,nan,-,9.0
Xerosis,nan,-,2.0
Parasuicide,nan,-,
Postoperative_infection,nan,-,
Epistaxis,0.729752,-,223.0
Neutropenic_enterocolitis,nan,-,
Oily_skin,nan,-,
Frank_hematuria,nan,-,
Gastroenteritis,0.785783,-,150.0
Asthmatic_attack,nan,-,
Tightness_in_jaw,nan,-,
Pneumoconiosis,nan,-,1.0
Hypolipidaemia,nan,-,3.0
Endocarditis,nan,-,6.0
Monomorphic_ventricular_tachycardia,nan,-,
Vaginal_discharge,0.763612,-,62.0
Weight_increased,0.753821,-,223.0
Hypnagogic_hallucination,nan,-,1.0
Tongue_blistering,nan,-,0.0
Visual_impairment,0.725059,-,255.0
Oral_mucosal_blistering,nan,-,3.0
Pain_worsened,nan,-,
Cholinergic_crisis,nan,-,
Night_blindness,nan,-,9.0
Borborygmi,nan,-,
Ingrown_hair,nan,-,0.0
Madarosis,nan,-,2.0
Pituitary_tumour,nan,-,3.0
Anal_atresia,nan,-,1.0
Anxiety,0.703699,-,339.0
Breast_pain,0.783613,-,75.0
Upper_airway_obstruction,nan,-,3.0
Anuria,0.631404,-,23.0
Yellow_nail_syndrome,nan,-,0.0
Emotional_problems,nan,-,
Amelia,nan,-,
Abnormal_pigmentation,nan,-,
Anxiety_disorder,nan,-,6.0
Appetite_exaggerated,nan,-,
Drug_administration_error,nan,-,0.0
Deep_thrombophlebitis,nan,-,
Thromboplastin_decreased,nan,-,
Muscular_incoordination,nan,-,
Myalgia,0.759008,-,355.0
Tendon_pain,nan,-,1.0
Vulvitis,nan,-,1.0
Essential_thrombocythaemia,nan,-,1.0
Arthralgia,0.740763,-,352.0
Exomphalos,nan,-,1.0
Arteritis,nan,-,9.0
Gallbladder_cancer,nan,-,1.0
Head_and_neck_cancer,nan,-,4.0
Arthritis,0.783336,-,146.0
Biliary_fibrosis,nan,-,1.0
Nasal_discomfort,0.774592,-,19.0
Gouty_arthritis,nan,-,1.0
Arthritis_infective,nan,-,0.0
Anguish,nan,-,
Rheumatism,nan,-,
Rheumatic_fever,nan,-,1.0
Porphyria,0.543857,-,25.0
Mobility_decreased,nan,-,5.0
Rheumatic_heart_disease,nan,-,1.0
Hemorrhage_abnormal,nan,-,
Multifocal_ventricular_tachycardia,nan,-,
Slipped_femoral_capital_epiphysis,nan,-,
Plantar_erythema,nan,-,6.0
Angiosarcoma,nan,-,1.0
Vascular_resistance,nan,-,
Sexually_active,nan,-,3.0
Haematemesis,0.831169,-,72.0
Tremor_limb,nan,-,
Haemarthrosis,nan,-,4.0
Myositis,0.765087,-,48.0
Early_satiety,nan,-,0.0
Bladder_carcinoma,nan,-,
Myotonia,nan,-,0.0
Diuretic_effect,nan,-,
Mean_cell_volume_increased,nan,-,1.0
Fullness_abdominal,nan,-,
Hemiplegia_transient,nan,-,
Faeces_discoloured,0.550181,-,11.0
Thyrotoxicosis,nan,-,
Retrosternal_pain,nan,-,
Eye_pain,0.734206,-,117.0
Biliary_colic,0.437634,-,12.0
Injection_site_fibrosis,nan,-,0.0
Strangury,nan,-,3.0
Arterial_disorder,0.55186,-,42.0
Pharyngitis_ulcerative,nan,-,
Injection_site_pain,0.810534,-,72.0
Hyperammonaemia,nan,-,5.0
Dermoid_cyst,nan,-,2.0
Muscle_contracture,0.650203,-,13.0
Cyanosis_peripheral,nan,-,
Scrotal_oedema,0.422678,-,16.0
Oedema_labial_genital,nan,-,
Gingival_disorder,nan,-,5.0
Oedema_genital,nan,-,7.0
Cold_intolerance,nan,-,
Gingival_hyperplasia,0.625396,-,28.0
Gingival_hypertrophy,nan,-,2.0
Gingival_bleeding,0.588914,-,42.0
Nodule,0.643059,-,45.0
Acute_febrile_neutrophilic_dermatosis,nan,-,8.0
Haemorrhage_neonatal,nan,-,0.0
Herpes_simplex_dermatitis,nan,-,
Ovarian_atrophy,nan,-,1.0
Sleep_attacks,nan,-,1.0
Myeloproliferative_disorder,nan,-,2.0
Disturbance_in_sexual_arousal,nan,-,1.0
Bone_sarcoma,nan,-,1.0
Leukoencephalopathy,0.872188,-,26.0
Calcinosis,0.808091,-,15.0
Motor_dysfunction,nan,-,5.0
Extrapyramidal_symptoms,nan,-,
Knee_pain,nan,-,
Large_intestine_perforation,nan,-,3.0
Brain_abscess,nan,-,1.0
Pigmentation,nan,-,
Bilirubin_total_increased,nan,-,
Drug_effect_increased,nan,-,1.0
Pleural_thickening,nan,-,
Injection_site_inflammation,0.672888,-,25.0
Encephalopathy_chronic,nan,-,
Postural_orthostatic_tachycardia_syndrome,nan,-,0.0
Uraemic_syndrome,nan,-,
Pitting_edema,nan,-,
Simple_partial_seizures,nan,-,0.0
Haemorrhage_urinary_tract,nan,-,3.0
Cerebrovascular_disorder,0.377037,-,29.0
Red_blood_cell_count_decreased,nan,-,9.0
Arterial_spasm,nan,-,6.0
Vasospasm,0.676994,-,15.0
Bundle_branch_block_right,nan,-,5.0
Atrioventricular_block_first_degree,0.616356,-,20.0
Ventricular_arrhythmia,0.648681,-,31.0
Atrial_arrhythmia,nan,-,
Sinus_bradycardia,0.707134,-,39.0
Colorectal_cancer_recurrent,nan,-,0.0
Throat_sore,nan,-,
Orthopnoea,nan,-,1.0
Venospasm,nan,-,
Hyperaemia,0.717466,-,53.0
Hyperaesthesia,0.761291,-,55.0
Hypergammaglobulinaemia,nan,-,1.0
Hyperglycaemia,0.785856,-,215.0
Synovitis,nan,-,10.0
Hyperhidrosis,0.74496,-,393.0
Nail_disorder,0.872075,-,65.0
Delayed_orgasm,nan,-,
Interstitial_pneumonia,nan,-,
Facial_paresis,nan,-,9.0
Carpal_tunnel_syndrome,0.652147,-,24.0
Personality_change,0.669278,-,24.0
Ejaculation_delayed,0.475362,-,11.0
Community_acquired_pneumonia,nan,-,
Pharyngitis,0.737738,-,271.0
Tooth_disorder,0.76986,-,80.0
Fluid_overload,0.642104,-,33.0
Scrotal_infection,nan,-,0.0
Perirectal_abscess,nan,-,3.0
Implantation_complication,nan,-,
Protein_allergy,nan,-,
Microvascular_angina,nan,-,
Cardiac_output_decreased,0.376277,-,11.0
Insulin_allergy,nan,-,
Nephrogenic_systemic_fibrosis,nan,-,0.0
Muscle_spasms,0.728309,-,328.0
Cerebral_haematoma,nan,-,1.0
Injection_site_haematoma,nan,-,1.0
Hematopoiesis_depressed,nan,-,
Pneumocystis_jiroveci_pneumonia,nan,-,
Insulinoma,nan,-,3.0
Blood_urine,0.444923,-,11.0
Disseminated_intravascular_coagulation,0.651034,-,37.0
Sudden_cardiac_death,nan,-,4.0
Lymphatic_disorder,nan,-,3.0
Lymphangitis,nan,-,8.0
Allergy_aggravated,nan,-,
Tetanus,nan,-,1.0
Mucosal_dryness,nan,-,2.0
Optic_atrophy,0.651973,-,13.0
Hydatidiform_mole,nan,-,
Neurosis,0.676449,-,29.0
Feeling_of_despair,nan,-,1.0
Apprehension,nan,-,
Joint_effusion,nan,-,4.0
Liver_carcinoma,nan,-,
Worry,nan,-,
Lipid_metabolism_disorder,nan,-,1.0
Post-traumatic_pain,nan,-,1.0
Muscle_necrosis,nan,-,2.0
Androgenetic_alopecia,nan,-,4.0
Zinc_deficiency,nan,-,0.0
Infertility_female,nan,-,4.0
Pulmonary_arterial_hypertension,nan,-,3.0
Scrotal_disorder,nan,-,2.0
Acute_sinusitis,nan,-,1.0
Post_procedural_pain,nan,-,
Acute_bronchitis,nan,-,
Hypereosinophilia,nan,-,
Hyperthermia_malignant,nan,-,2.0
Uterine_spasm,nan,-,10.0
Hypoplasia_enamel,nan,-,
Uremia,nan,-,
Abscess_neck,nan,-,0.0
Urinary_hesitation,0.589287,-,24.0
General_symptom,nan,-,3.0
Gastric_flu,nan,-,
Hypotrichosis,nan,-,3.0
Uterine_fibroids_enlarged,nan,-,
Hypouricaemia,nan,-,2.0
Influenza,0.739189,-,263.0
Body_temperature_decreased,0.610946,-,32.0
Intracranial_aneurysm,nan,-,1.0
Cerebellar_syndrome,0.577214,-,11.0
Hypothyroidism,0.730942,-,58.0
Upper_respiratory_tract_inflammation,nan,-,0.0
Acute_phase_reaction,nan,-,1.0
Impetigo,nan,-,9.0
Ovarian_disorder,0.510639,-,17.0
Papulopustular_rash,nan,-,
Haematocrit_decreased,0.571286,-,24.0
Trisomy_18,nan,-,0.0
Cerumen_impaction,nan,-,4.0
Floppy_iris_syndrome,nan,-,4.0
Eye_rolling,nan,-,
Mitral_valve_disease,nan,-,1.0
Hemiparesis,0.417832,-,16.0
Glucose_low,nan,-,
Mitral_valve_incompetence,nan,-,8.0
Gastric_dilatation,nan,-,2.0
Sneezing,0.73954,-,51.0
Snoring,nan,-,7.0
Gastric_disorder,0.781231,-,85.0
Limping,nan,-,
Renal_tubular_necrosis,0.54792,-,24.0
Gastric_ulcer,0.811298,-,55.0
Ileitis_regional,nan,-,
Hydrocele,nan,-,0.0
Spotting_vaginal,nan,-,
Vascular_pain,nan,-,5.0
Leg_edema,nan,-,
Gastric_perforation,nan,-,2.0
Uterine_inflammation,nan,-,1.0
Unresponsive_to_stimuli,nan,-,1.0
Mononeuritis,nan,-,1.0
Thirst,0.798018,-,125.0
Tardive_dyskinesia,0.88931,-,31.0
Embolus,nan,-,
Hyperkinesia,0.763055,-,135.0
Lipogranuloma,nan,-,0.0
Arthritis_aggravated,nan,-,
Gouty_tophus,nan,-,0.0
Burning_foot,nan,-,
Diabetic_foot_infection,nan,-,1.0
Thrombocytopenic_purpura,0.843551,-,61.0
Punctate_keratitis,nan,-,10.0
Fixed_drug_eruption,nan,-,
Operative_haemorrhage,nan,-,
Helicobacter_infection,nan,-,2.0
Necrosis_ischaemic,nan,-,5.0
Tingling_mouth,nan,-,
Skin_bleeding,nan,-,
Bone_tenderness,nan,-,
Lactic_acidosis,0.476054,-,11.0
Respiratory_acidosis,nan,-,4.0
Renal_tubular_acidosis,nan,-,8.0
Redness_of_face,nan,-,
Acidosis,0.80588,-,80.0
Lip_ulceration,nan,-,1.0
Sarcoma_uterus,nan,-,1.0
Keratosis,nan,-,
Enlarged_clitoris,nan,-,5.0
Polycystic_kidney,nan,-,
Haemorrhage,0.719124,-,349.0
Haemorrhagic_disorder,nan,-,5.0
Ventricular_couplet,nan,-,
Status_epilepticus,0.617333,-,12.0
"Petit_mal_status,_epileptic",nan,-,
Regressive_behaviour,nan,-,5.0
Musculoskeletal_deformity,nan,-,1.0
Pituitary_infarction,nan,-,0.0
Wheezing,0.84308,-,82.0
Transient_cerebral_ischemia,nan,-,
Anencephaly,nan,-,5.0
Infarction,0.748399,-,218.0
Anal_discomfort,nan,-,
Premenstrual_syndrome,0.645609,-,14.0
Atrioventricular_block_second_degree,0.745549,-,19.0
Dysphasia,nan,-,
Euthyroid_goitre,nan,-,
Testicular_pain,0.644025,-,15.0
Menopausal_disorder,nan,-,1.0
Body_hair_loss,nan,-,
Acute_glaucoma,nan,-,
Aortic_valve_incompetence,nan,-,1.0
Aortic_valve_stenosis,nan,-,6.0
Dysmorphism,nan,-,1.0
Invasive_candidiasis,nan,-,
Menstruation_irregular,0.838869,-,62.0
Pituitary_tumour_benign,nan,-,1.0
Breast_cancer_male,nan,-,4.0
Telangiectasis_facial,nan,-,
Staphylococcal_bacteraemia,nan,-,1.0
Oesophageal_disorder,0.795106,-,62.0
Episcleritis,nan,-,1.0
Oesophageal_atresia,nan,-,2.0
Wenckebach_phenomenon,nan,-,
Systemic_lupus_erythematosus_rash,nan,-,1.0
Numbness_of_limbs,nan,-,
Acid_phosphatase_high,nan,-,
Oesophageal_neoplasm,nan,-,0.0
Pain_of_lower_extremities,nan,-,
Rash_follicular,nan,-,8.0
Hair_colour_changes,nan,-,8.0
Bladder_cancer,nan,-,10.0
Xanthomatosis,nan,-,1.0
Abscess,0.756335,-,99.0
Graft_versus_host_disease,nan,-,4.0
Graft_versus_host_reaction,nan,-,
Reflex_bradycardia,nan,-,
Eosinophilia,0.807501,-,200.0
Febrile_neutropenia,0.849944,-,70.0
Melaena,0.802342,-,109.0
Bruxism,0.518814,-,14.0
Strangulated_hernia,nan,-,
Thrombophilia,nan,-,
Headache,0.738737,-,619.0
Methicillin-resistant_staphylococcal_aureus_infection,nan,-,
Gastritis,0.776012,-,164.0
Digoxin_level,nan,-,
Deficiency_anaemia,0.485867,-,15.0
Ear_pain,0.796373,-,137.0
Mental_status_changes,nan,-,9.0
Anaplastic_thyroid_cancer,nan,-,1.0
Paresthesia_of_limbs,nan,-,
Leukemia_secondary,nan,-,
Psoriasis,0.832762,-,61.0
Culture_negative,nan,-,2.0
Aminoaciduria,nan,-,3.0
Acneiform_eruption,nan,-,
Unrest,nan,-,
Cerebral_venous_thrombosis,nan,-,3.0
Cytomegalovirus_retinitis,nan,-,
Pulmonary_thrombosis,nan,-,1.0
Ectromelia,nan,-,
Arterial_thrombosis,0.556306,-,17.0
Diabetic_foot,nan,-,1.0
Epilepsy_aggravated,nan,-,
Testosterone_low,nan,-,
Haemolytic_anaemia,0.803311,-,162.0
Joint_crepitation,nan,-,3.0
Abdominal_adhesions,nan,-,1.0
Rheumatoid_arthritis,0.386705,-,20.0
Renal_impairment,0.798687,-,133.0
Death,0.752809,-,194.0
Throat_irritation,0.627542,-,36.0
Anaemia,0.806591,-,417.0
Chronic_allograft_nephropathy,nan,-,6.0
Aplastic_anaemia,0.855538,-,116.0
Frustration,nan,-,1.0
Tuberculin_test_positive,nan,-,1.0
Rectal_haemorrhage,0.80337,-,91.0
Osteochondrosis,nan,-,3.0
Respiration_abnormal,nan,-,6.0
Acute_exacerbation_of_chronic_bronchitis,nan,-,
Chronic_schizophrenia,nan,-,
Haemangioma,nan,-,9.0
Enlarged_prostate,nan,-,
Pale,nan,-,
"Sudden_death,_cause_unknown",nan,-,
Circumoral_paresthesia,nan,-,
Conjunctivitis_bacterial,nan,-,1.0
Conjunctivitis_allergic,nan,-,3.0
Colonic_obstruction,nan,-,
Small_intestinal_obstruction,nan,-,5.0
Conjunctivitis,0.741467,-,226.0
Papanicolaou_smear_suspicious,nan,-,
Conjunctival_haemorrhage,0.584508,-,25.0
Emotional_distress,0.492582,-,27.0
Rhythm_idioventricular,nan,-,1.0
Duodenal_ulcer,0.62475,-,39.0
Duodenitis,0.598478,-,24.0
Lichenoid_keratosis,nan,-,7.0
Gastrointestinal_carcinoma,nan,-,8.0
Cataract_specified,nan,-,
Carcinoma_mouth,nan,-,
Foot_and_mouth_disease,nan,-,1.0
Tongue_oedema,0.685296,-,43.0
Electrolyte_abnormality,nan,-,
Electrolyte_depletion,nan,-,1.0
Foot_pain,nan,-,
Diabetic_autonomic_neuropathy,nan,-,0.0
Gingivitis,0.82793,-,75.0
Dermatophytosis,nan,-,0.0
Fungal_skin_infection,0.753684,-,47.0
Dermatomyositis,nan,-,8.0
Fever_chills,nan,-,
Body_odor,nan,-,
Chills,0.755439,-,267.0
Nasal_dryness,0.586772,-,22.0
Ephelides,nan,-,1.0
Nocardiosis,nan,-,1.0
Brain_neoplasm,nan,-,3.0
Catheter_related_infection,nan,-,
Intra-abdominal_haematoma,nan,-,1.0
Osteolytic_lesion,nan,-,
Night_sweats,0.588996,-,27.0
Metabolic_encephalopathy,nan,-,0.0
Edema_cerebral,nan,-,
Piloerection,nan,-,7.0
Nightmare,0.851551,-,76.0
Infectious_meningitis,nan,-,
Musculoskeletal_disorder,0.683548,-,40.0
Mental_retardation,nan,-,3.0
Tonic-clonic_seizures,nan,-,
Fat_tissue_increased,nan,-,2.0
Blood_creatinine_increased,0.782835,-,126.0
Triglycerides_normal,nan,-,
Injection_site_hypersensitivity,nan,-,3.0
Musculoskeletal_pain,0.772666,-,85.0
Ankle_edema,nan,-,
Binge_eating,nan,-,2.0
Stupor,0.777492,-,59.0
Lipoma,nan,-,7.0
Monoplegia,nan,-,1.0
Akinesia,0.421407,-,19.0
Lipidosis,nan,-,1.0
Premenstrual_tension,nan,-,
Yeast_infection,nan,-,
Burning_sensation,0.797816,-,59.0
Hypoalgesia,nan,-,
Hypermethioninaemia,nan,-,0.0
Flank_pain,0.484732,-,22.0
Hypovolaemic_shock,nan,-,0.0
Toxoplasmosis,nan,-,5.0
Thrombotic_microangiopathy,nan,-,9.0
Histoplasmosis,nan,-,1.0
Vascular_occlusion,nan,-,2.0
Hangover,0.646264,-,12.0
Hypercholesterolaemia,0.765884,-,100.0
Hypercapnia,nan,-,4.0
Bullous_lichen_planus,nan,-,
Leukocytoclastic_vasculitis,0.651047,-,33.0
Microcephaly,nan,-,3.0
Amniotic_fluid_embolism,nan,-,
Lichen_planus,nan,-,10.0
Embolism,0.752931,-,143.0
Tremor,0.724988,-,292.0
Lichen_unspecified,nan,-,
Gastrointestinal_fistula,nan,-,1.0
Conjunctival_hyperaemia,0.655174,-,37.0
Diastolic_hypertension,nan,-,1.0
Catalepsy,nan,-,
Tingling_skin,nan,-,
Acute_promyelocytic_leukaemia,nan,-,1.0
Thrombophlebitis_of_the_leg,nan,-,
Proximal_renal_tubular_acidosis,nan,-,
Listeriosis,nan,-,2.0
Ganglion_cyst,nan,-,
Female_sexual_dysfunction,nan,-,10.0
Male_sexual_dysfunction,nan,-,6.0
Spastic_paraparesis,nan,-,
Diabetic_peripheral_neuropathy,nan,-,
Retinoic_acid_syndrome,nan,-,1.0
Superinfection,0.803831,0.9115,15.0
Painful_respiration,nan,-,1.0
Stillbirth,nan,-,8.0
Cheilitis,0.327346,-,23.0
Change_in_blood_pressure,nan,-,
Central_nervous_system_neoplasm,nan,-,4.0
Erythema_nodosum,0.849137,-,39.0
Intraoperative_floppy_iris_syndrome,nan,-,
Pulmonary_congestion,0.589168,-,31.0
Food_intolerance,nan,-,1.0
Depression_suicidal,nan,-,3.0
Congenital_generalised_lipodystrophy,nan,-,2.0
Gastrooesophagitis,nan,-,4.0
Ligament_disorder,nan,-,1.0
